geo_latitude,geo_longitude,date,president_name,village,region,total_low,total_high,size,total_deaths,location
33.756313,70.7547,"Dec 17, 2010",Obama,"Narai Baba, Tirah valley",Khyber,11,15,13.1,11 to 15 deaths,"Narai Baba, Tirah valley, Khyber"
33.1344,70.4512,"Oct 26, 2011",Obama,Bobar,North Waziristan,13,13,13.1,13 deaths,"Bobar, North Waziristan"
33.02613758,69.94514462,"Jul 19, 2014",Obama,Datta Khel,North Waziristan,11,15,13.1,11 to 15 deaths,"Datta Khel, North Waziristan"
32.99398,70.237999,"Jan 29, 2008",Bush,Near Mir Ali,North Waziristan,12,13,12.6,12 to 13 deaths,"Near Mir Ali, North Waziristan"
33.02018,70.029602,"Sep 15, 2010",Obama,"Dargah Mandi, outskirts of Miram Shah",North Waziristan,11,14,12.6,11 to 14 deaths,"Dargah Mandi, outskirts of Miram Shah, North Waziristan"
32.658455,70.179977,"Jan 6, 2013",Obama,Babar Ghar,South Waziristan,8,17,12.6,8 to 17 deaths,"Babar Ghar, South Waziristan"
33.004059,70.074921,"Sep 12, 2008",Bush,Tol Khel on the outskirts of Miram Shah,North Waziristan,12,12,12.1,12 deaths,"Tol Khel on the outskirts of Miram Shah, North Waziristan"
32.707577,69.873047,"Nov 14, 2008",Bush,Garyom,North Waziristan,11,13,12.1,11 to 13 deaths,"Garyom, North Waziristan"
32.524239,69.794769,"Aug 11, 2009",Obama,"Kani Guram, four miles from Ladha",South Waziristan,10,14,12.1,10 to 14 deaths,"Kani Guram, four miles from Ladha, South Waziristan"
33.6920485,70.0474217,"Oct 16, 2017",Trump,Maqbal,Kurram Agency,4,20,12.1,4 to 20 deaths,"Maqbal, Kurram Agency"
32.9767,70.269241,"Oct 31, 2008",Bush,Mir Ali,North Waziristan,8,15,11.6,8 to 15 deaths,"Mir Ali, North Waziristan"
33.012695,69.761124,"May 6, 2011",Obama,Datta Khel,North Waziristan,5,18,11.6,5 to 18 deaths,"Datta Khel, North Waziristan"
32.6138,69.5082,"Jul 12, 2011",Obama,"Bray Nishtar, Shawal area",North Waziristan,8,15,11.6,8 to 15 deaths,"Bray Nishtar, Shawal area, North Waziristan"
32.715954,69.610062,"Jul 23, 2012",Obama,Shawal,North Waziristan,9,14,11.6,9 to 14 deaths,"Shawal, North Waziristan"
33.017876,70.254822,"Feb 16, 2012",Obama,Mir Ali,North Waziristan,7,15,11.1,7 to 15 deaths,"Mir Ali, North Waziristan"
32.308025,69.409561,"Feb 28, 2008",Bush,Azam Warzak,South Waziristan,8,13,10.6,8 to 13 deaths,"Azam Warzak, South Waziristan"
32.311508,69.320984,"Aug 12, 2008",Bush,"Bhagar, 22 miles west of Wana",South Waziristan,9,12,10.6,9 to 12 deaths,"Bhagar, 22 miles west of Wana, South Waziristan"
32.989082,69.716492,"May 21, 2010",Obama,Asadabad village of Muhammad Khel area of Datta Khel,North Waziristan,9,12,10.6,9 to 12 deaths,"Asadabad village of Muhammad Khel area of Datta Khel, North Waziristan"
32.995419,69.77211,"Jul 15, 2010",Obama,"Sheerani, Mada Khel",North Waziristan,7,14,10.6,7 to 14 deaths,"Sheerani, Mada Khel, North Waziristan"
32.79882,69.507751,"Mar 9, 2012",Obama,Makin,South Waziristan,8,13,10.6,8 to 13 deaths,"Makin, South Waziristan"
32.97411,70.279541,"Jun 4, 2012",Obama,Hassokhel,North Waziristan,6,15,10.6,6 to 15 deaths,"Hassokhel, North Waziristan"
32.270878,69.589462,"Jan 23, 2009",Obama,"Dilfaraz or Ghangi Khel, near Wana",South Waziristan,10,10,10.1,10 deaths,"Dilfaraz or Ghangi Khel, near Wana, South Waziristan"
33.001755,69.713058,"Jan 29, 2010",Obama,"Muhammad Khel, Datta Khel",North Waziristan,5,15,10.1,5 to 15 deaths,"Muhammad Khel, Datta Khel, North Waziristan"
33.881817,70.85907,"May 15, 2010",Obama,"Ragha area, Tirah Valley",Khyber,5,15,10.1,5 to 15 deaths,"Ragha area, Tirah Valley, Khyber"
32.292938,69.304504,"May 28, 2010",Obama,"Mizai Nari, 38 km west of Wana",South Waziristan,8,12,10.1,8 to 12 deaths,"Mizai Nari, 38 km west of Wana, South Waziristan"
33.027664,70.017242,"Sep 8, 2010",Obama,Danday Darpakhel,North Waziristan,10,10,10.1,10 deaths,"Danday Darpakhel, North Waziristan"
33.016724,69.906006,"Dec 28, 2010",Obama,"Nawab village, in Ghulam Khan area",North Waziristan,10,10,10.1,10 deaths,"Nawab village, in Ghulam Khan area, North Waziristan"
33.527657,70.285034,"Jun 20, 2011",Obama,Khardand,Kurram,7,13,10.1,7 to 13 deaths,"Khardand, Kurram"
32.99736246,70.07629391,"Jun 12, 2014",Obama,Miramshah,North Waziristan,10,10,10.1,10 deaths,"Miramshah, North Waziristan"
32.29874,69.54071,"Oct 31, 2008",Bush,Wana,South Waziristan,7,12,9.6,7 to 12 deaths,"Wana, South Waziristan"
32.9538,70.262459,"Jan 23, 2009",Obama,"Zharki (Zera), near Mir Ali",North Waziristan,9,10,9.6,9 to 10 deaths,"Zharki (Zera), near Mir Ali, North Waziristan"
32.49065,70.004883,"Mar 1, 2009",Obama,"Sararogha, near Wana",South Waziristan,7,12,9.6,7 to 12 deaths,"Sararogha, near Wana, South Waziristan"
33.046082,70.019989,"Sep 8, 2009",Obama,"Dargamandi village, 3 miles northwest of Miram Shah",North Waziristan,9,10,9.6,9 to 10 deaths,"Dargamandi village, 3 miles northwest of Miram Shah, North Waziristan"
32.991386,69.742584,"Mar 16, 2010",Obama,"Datta Khel, 12 miles west of Miram Shah",North Waziristan,8,11,9.6,8 to 11 deaths,"Datta Khel, 12 miles west of Miram Shah, North Waziristan"
33.021908,69.656754,"Sep 14, 2010",Obama,"Bushnarai village, Shawal",North Waziristan,7,12,9.6,7 to 12 deaths,"Bushnarai village, Shawal, North Waziristan"
33.052414,70.19165,"Feb 8, 2012",Obama,Spalga,North Waziristan,9,10,9.6,9 to 10 deaths,"Spalga, North Waziristan"
32.298161,69.349136,"May 12, 2009",Obama,"Sara Khwara, 25 km west of Wana",South Waziristan,8,10,9.1,8 to 10 deaths,"Sara Khwara, 25 km west of Wana, South Waziristan"
32.821903,69.979477,"Dec 17, 2009",Obama,Deegan village,North Waziristan,4,14,9.1,4 to 14 deaths,"Deegan village, North Waziristan"
33.042629,70.061188,"Feb 24, 2010",Obama,"Dargi Mandi, 2.5 miles north of Miram Shah",North Waziristan,4,14,9.1,4 to 14 deaths,"Dargi Mandi, 2.5 miles north of Miram Shah, North Waziristan"
33.024784,69.823608,"Apr 12, 2010",Obama,"Boya village, 12 miles west of Miram Shah",North Waziristan,5,13,9.1,5 to 13 deaths,"Boya village, 12 miles west of Miram Shah, North Waziristan"
32.66597,70.161438,"Jul 25, 2010",Obama,Shaktoi village in the Pasalkot region,South Waziristan,4,14,9.1,4 to 14 deaths,"Shaktoi village in the Pasalkot region, South Waziristan"
32.6238,69.4968,"Jul 12, 2011",Obama,"Malik Shahi village, Dremala/Bermal Tehsil, Shawal, near the border with North Waziristan and Paktika,",South Waziristan,5,13,9.1,5 to 13 deaths,"Malik Shahi village, Dremala/Bermal Tehsil, Shawal, near the border with North Waziristan and Paktika,, South Waziristan"
32.963451,70.31044,"Aug 22, 2011",Obama,"Norak, near Mir Ali",North Waziristan,7,11,9.1,7 to 11 deaths,"Norak, near Mir Ali, North Waziristan"
32.884201,69.598389,"May 5, 2012",Obama,Shawal,North Waziristan,8,10,9.1,8 to 10 deaths,"Shawal, North Waziristan"
33.1440818,70.0212442,"Apr 26, 2017",Trump,Lawara Mandi,North Waziristan,7,11,9.1,7 to 11 deaths,"Lawara Mandi, North Waziristan"
33.046658,69.539337,"Sep 5, 2008",Bush,Gurwak,North Waziristan,5,12,8.6,5 to 12 deaths,"Gurwak, North Waziristan"
33.07716,70.069427,"Dec 26, 2009",Obama,"Babar Raghzai area of the Saidgi village, 4 miles north of Miram Shah",North Waziristan,3,14,8.6,3 to 14 deaths,"Babar Raghzai area of the Saidgi village, 4 miles north of Miram Shah, North Waziristan"
32.963161,70.241776,"Feb 14, 2010",Obama,Mir Ali,North Waziristan,8,9,8.6,8 to 9 deaths,"Mir Ali, North Waziristan"
32.994267,69.558563,"May 11, 2010",Obama,"Gorwek, near Afghan border",North Waziristan,7,10,8.6,7 to 10 deaths,"Gorwek, near Afghan border, North Waziristan"
32.997147,69.656754,"Jun 11, 2010",Obama,"Datta Khel, 12 miles west of Miram Shah",North Waziristan,8,9,8.6,8 to 9 deaths,"Datta Khel, 12 miles west of Miram Shah, North Waziristan"
33.070827,69.701385,"Sep 20, 2010",Obama,"Darazinda village, 25 miles northeast of Miram Shah",North Waziristan,8,9,8.6,8 to 9 deaths,"Darazinda village, 25 miles northeast of Miram Shah, North Waziristan"
32.990234,69.631348,"Oct 2, 2010",Obama,"Inzarkas village, Datta Khel",North Waziristan,8,9,8.6,8 to 9 deaths,"Inzarkas village, Datta Khel, North Waziristan"
32.981022,70.256882,"Oct 4, 2010",Obama,Mir Ali,North Waziristan,5,12,8.6,5 to 12 deaths,"Mir Ali, North Waziristan"
33.05817,70.080414,"Nov 7, 2010",Obama,"Ghulam Khan, north of Miram Shah",North Waziristan,8,9,8.6,8 to 9 deaths,"Ghulam Khan, north of Miram Shah, North Waziristan"
32.168636,69.576416,"Jun 3, 2011",Obama,"Laman, in Ghwa Khwa and Karikot area, 20km south of Wana",South Waziristan,5,12,8.6,5 to 12 deaths,"Laman, in Ghwa Khwa and Karikot area, 20km south of Wana, South Waziristan"
32.713356,69.608688,"Aug 18, 2012",Obama,Shwedar,North Waziristan,5,12,8.6,5 to 12 deaths,"Shwedar, North Waziristan"
32.49007,69.320297,"Jan 2, 2013",Obama,Angoor Adda,South Waziristan,6,11,8.6,6 to 11 deaths,"Angoor Adda, South Waziristan"
33.010391,70.043335,"Nov 5, 2005",Bush,Haisori,North Waziristan,8,8,8.1,8 deaths,"Haisori, North Waziristan"
32.52771,69.855881,"Jul 8, 2009",Obama,"Laddha, Karwan Manza",South Waziristan,6,10,8.1,6 to 10 deaths,"Laddha, Karwan Manza, South Waziristan"
33.002331,70.290527,"Nov 20, 2009",Obama,Palooseen Village in Mir Ali,North Waziristan,8,8,8.1,8 deaths,"Palooseen Village in Mir Ali, North Waziristan"
32.997147,69.672546,"May 9, 2010",Obama,"Inzarkas village, Datta Khel",North Waziristan,6,10,8.1,6 to 10 deaths,"Inzarkas village, Datta Khel, North Waziristan"
32.234295,69.530411,"Jun 29, 2010",Obama,"Lamal village, near Karikot, 6 miles SW of Wana",South Waziristan,6,10,8.1,6 to 10 deaths,"Lamal village, near Karikot, 6 miles SW of Wana, South Waziristan"
32.98793,69.640961,"Oct 2, 2010",Obama,"Asar village, Datta Khel",North Waziristan,6,10,8.1,6 to 10 deaths,"Asar village, Datta Khel, North Waziristan"
33.02824,70.239716,"Jan 1, 2011",Obama,"Mandi Khel, near Mir Ali",North Waziristan,7,9,8.1,7 to 9 deaths,"Mandi Khel, near Mir Ali, North Waziristan"
32.65065,70.185471,"Feb 8, 2013",Obama,Babar Ghar,South Waziristan,7,9,8.1,7 to 9 deaths,"Babar Ghar, South Waziristan"
32.09064163,69.45831295,"Oct 6, 2014",Obama,Shawal,North Waziristan,8,8,8.1,8 deaths,"Shawal, North Waziristan"
33.00005289,69.92935177,"Dec 26, 2014",Obama,Shawal Valley,North Waziristan,7,9,8.1,7 to 9 deaths,"Shawal Valley, North Waziristan"
32.6169196,69.4999301,"Jun 6, 2015",Obama,Shawal,North Waziristan,7,9,8.1,7 to 9 deaths,"Shawal, North Waziristan"
32.301064,69.598389,"Aug 20, 2008",Bush,Wana,South Waziristan,5,10,7.6,5 to 10 deaths,"Wana, South Waziristan"
32.994843,70.167618,"Oct 9, 2008",Bush,"Tati, near Miram Shah",North Waziristan,6,9,7.6,6 to 9 deaths,"Tati, near Miram Shah, North Waziristan"
32.97123,70.245895,"Sep 24, 2009",Obama,Near Mir Ali,North Waziristan,3,12,7.6,3 to 12 deaths,"Near Mir Ali, North Waziristan"
32.978718,70.327606,"Apr 24, 2010",Obama,"Machi Khel, 12 miles east of Miram Shah",North Waziristan,7,8,7.6,7 to 8 deaths,"Machi Khel, 12 miles east of Miram Shah, North Waziristan"
32.99081,70.304604,"Oct 10, 2010",Obama,"Spin Wam refugee camp, outside Mir Ali",North Waziristan,7,8,7.6,7 to 8 deaths,"Spin Wam refugee camp, outside Mir Ali, North Waziristan"
32.994843,69.726791,"Oct 28, 2010",Obama,"Ismail Khel, in Datta Khel",North Waziristan,4,11,7.6,4 to 11 deaths,"Ismail Khel, in Datta Khel, North Waziristan"
32.6272,69.4453,"Jun 27, 2011",Obama,Bray Nishtar,South Waziristan,3,12,7.6,3 to 12 deaths,"Bray Nishtar, South Waziristan"
33.036297,70.268555,"May 24, 2012",Obama,Mir Ali,North Waziristan,5,10,7.6,5 to 10 deaths,"Mir Ali, North Waziristan"
32.306866,69.446465,"Jun 3, 2012",Obama,Wacha Dana,South Waziristan,5,10,7.6,5 to 10 deaths,"Wacha Dana, South Waziristan"
33.04090313,69.98291012,"Sep 24, 2014",Obama,Datta Khel,North Waziristan,5,10,7.6,5 to 10 deaths,"Datta Khel, North Waziristan"
32.307446,69.56543,"Jun 19, 2004",Bush,Wana,South Waziristan,7,7,7.1,7 deaths,"Wana, South Waziristan"
32.992538,70.098953,"Nov 2, 2007",Bush,Outside Miram Shah,North Waziristan,5,9,7.1,5 to 9 deaths,"Outside Miram Shah, North Waziristan"
33.01442,70.061188,"Aug 31, 2008",Bush,"Tappi, Miram Shah",North Waziristan,6,8,7.1,6 to 8 deaths,"Tappi, Miram Shah, North Waziristan"
33.023632,70.074577,"Oct 23, 2008",Bush,"Danda Darpa Khel, outside Miram Shah",North Waziristan,4,10,7.1,4 to 10 deaths,"Danda Darpa Khel, outside Miram Shah, North Waziristan"
32.616241,69.848328,"Mar 25, 2009",Obama,Makeen,South Waziristan,7,7,7.1,7 deaths,"Makeen, South Waziristan"
32.582691,69.849014,"Aug 5, 2009",Obama,Zangra village of Ladha,South Waziristan,2,12,7.1,2 to 12 deaths,"Zangra village of Ladha, South Waziristan"
32.989082,70.328293,"Sep 30, 2009",Obama,"Norak, 12 miles east of Miram Shah",North Waziristan,5,9,7.1,5 to 9 deaths,"Norak, 12 miles east of Miram Shah, North Waziristan"
32.992538,69.654007,"Oct 13, 2010",Obama,"Inzarkas village, Datta Khel",North Waziristan,3,11,7.1,3 to 11 deaths,"Inzarkas village, Datta Khel, North Waziristan"
33.804256,70.736847,"Dec 16, 2010",Obama,Spin Drand area of the Tirah Valley,Khyber,7,7,7.1,7 deaths,"Spin Drand area of the Tirah Valley, Khyber"
33.790562,70.823364,"Dec 17, 2010",Obama,"Sandana, Tirah Valley",Khyber,7,7,7.1,7 deaths,"Sandana, Tirah Valley, Khyber"
33.1347,70.1649,"Mar 11, 2011",Obama,Ghorski,North Waziristan,4,10,7.1,4 to 10 deaths,"Ghorski, North Waziristan"
32.874973,69.614868,"Mar 13, 2012",Obama,Tehsil Bermal,North Waziristan,6,8,7.1,6 to 8 deaths,"Tehsil Bermal, North Waziristan"
32.713356,69.608688,"Jul 1, 2012",Obama,Dre Nishtar Village,North Waziristan,6,8,7.1,6 to 8 deaths,"Dre Nishtar Village, North Waziristan"
33.005783,70.246178,"Jul 29, 2012",Obama,Khushhali Turikhel,North Waziristan,7,7,7.1,7 deaths,"Khushhali Turikhel, North Waziristan"
32.62555094,69.49607846,"Jun 7, 2013",Obama,Mangroti,North Waziristan,7,7,7.1,7 deaths,"Mangroti, North Waziristan"
33.01575629,70.01943108,"Jul 28, 2013",Obama,"Shinkai Narai, Shawal",North Waziristan,6,8,7.1,6 to 8 deaths,"Shinkai Narai, Shawal, North Waziristan"
32.31673,69.384155,"Dec 11, 2008",Bush,Azam Warzak,South Waziristan,6,7,6.6,6 to 7 deaths,"Azam Warzak, South Waziristan"
32.995995,69.682159,"Mar 21, 2010",Obama,Lowari Mandi area of Datta Khel,North Waziristan,5,8,6.6,5 to 8 deaths,"Lowari Mandi area of Datta Khel, North Waziristan"
32.46806,69.300385,"Sep 21, 2010",Obama,"Khund, South Waziristan border with Afghanistan",South Waziristan,6,7,6.6,6 to 7 deaths,"Khund, South Waziristan border with Afghanistan, South Waziristan"
32.984188,69.696922,"Oct 8, 2010",Obama,"Charkhel, in Datta Khel",North Waziristan,4,9,6.6,4 to 9 deaths,"Charkhel, in Datta Khel, North Waziristan"
33.027664,69.741898,"Nov 11, 2010",Obama,"Gulli Khel village, Ghulam Khan, 8 miles from Miram Shah",North Waziristan,6,7,6.6,6 to 7 deaths,"Gulli Khel village, Ghulam Khan, 8 miles from Miram Shah, North Waziristan"
32.962585,70.276794,"Nov 21, 2010",Obama,"Khaddi, 10 miles east of Miram Shah",North Waziristan,4,9,6.6,4 to 9 deaths,"Khaddi, 10 miles east of Miram Shah, North Waziristan"
33.029388,69.916992,"Dec 28, 2010",Obama,"Ghulam Khan, 20 km north of Miram Shah",North Waziristan,5,8,6.6,5 to 8 deaths,"Ghulam Khan, 20 km north of Miram Shah, North Waziristan"
33.040901,70.19989,"Feb 21, 2011",Obama,"Spalga village, 12 miles south of Miram Shah",North Waziristan,5,8,6.6,5 to 8 deaths,"Spalga village, 12 miles south of Miram Shah, North Waziristan"
32.306866,69.56543,"Jun 15, 2011",Obama,Wana,South Waziristan,3,10,6.6,3 to 10 deaths,"Wana, South Waziristan"
32.996284,70.074921,"Nov 15, 2011",Obama,Miranshah,North Waziristan,6,7,6.6,6 to 7 deaths,"Miranshah, North Waziristan"
32.5418,69.4455,"May 28, 2012",Obama,Datta Khel,North Waziristan,5,8,6.6,5 to 8 deaths,"Datta Khel, North Waziristan"
33.010967,69.831848,"Aug 21, 2012",Obama,"Shanakhora, 12 miles west of Miram Shah",North Waziristan,4,9,6.6,4 to 9 deaths,"Shanakhora, 12 miles west of Miram Shah, North Waziristan"
33.01620273,69.97398373,"Sep 22, 2013",Obama,Shawal,North Waziristan,6,7,6.6,6 to 7 deaths,"Shawal, North Waziristan"
32.94195895,69.803009,"Oct 7, 2014",Obama,Datta Khel,North Waziristan,6,7,6.6,6 to 7 deaths,"Datta Khel, North Waziristan"
33.00178048,69.94239804,"Jan 4, 2015",Obama,Datta Khel,North Waziristan,5,8,6.6,5 to 8 deaths,"Datta Khel, North Waziristan"
32.75205508,69.57916256,"Jan 29, 2015",Obama,"Shawal Valley, North Waziristan",North Waziristan,6,7,6.6,6 to 7 deaths,"Shawal Valley, North Waziristan, North Waziristan"
32.500496,69.283905,"Sep 17, 2008",Bush,"Baghar Cheena region, 55km west of Wana",South Waziristan,5,7,6.1,5 to 7 deaths,"Baghar Cheena region, 55km west of Wana, South Waziristan"
32.520184,69.783783,"Apr 29, 2009",Obama,"Kaniguram, near Wana",South Waziristan,6,6,6.1,6 deaths,"Kaniguram, near Wana, South Waziristan"
32.288876,69.608688,"Jun 18, 2009",Obama,"Shah Alam, Birmal, near Wana",South Waziristan,1,11,6.1,1 to 11 deaths,"Shah Alam, Birmal, near Wana, South Waziristan"
32.509182,69.798889,"Aug 27, 2009",Obama,Tapar Ghai areain the Kanigram district,South Waziristan,4,8,6.1,4 to 8 deaths,"Tapar Ghai areain the Kanigram district, South Waziristan"
32.997723,70.041962,"Sep 29, 2009",Obama,Danda Darpakhel,North Waziristan,5,7,6.1,5 to 7 deaths,"Danda Darpakhel, North Waziristan"
32.976414,69.728165,"Feb 2, 2010",Obama,"Deegan, 18 miles west of Miram Shah",North Waziristan,4,8,6.1,4 to 8 deaths,"Deegan, 18 miles west of Miram Shah, North Waziristan"
32.983898,69.751511,"Sep 4, 2010",Obama,Datta Khel,North Waziristan,4,8,6.1,4 to 8 deaths,"Datta Khel, North Waziristan"
32.344002,69.66568,"Sep 21, 2010",Obama,"Azam Warsak, 6 miles NW of Wana",South Waziristan,5,7,6.1,5 to 7 deaths,"Azam Warsak, 6 miles NW of Wana, South Waziristan"
32.970654,70.293961,"Oct 15, 2010",Obama,Aziz Khel,North Waziristan,6,6,6.1,6 deaths,"Aziz Khel, North Waziristan"
32.976414,69.733658,"Oct 18, 2010",Obama,Sanzali area of Datta Khel,North Waziristan,5,7,6.1,5 to 7 deaths,"Sanzali area of Datta Khel, North Waziristan"
33.037449,69.906006,"Dec 31, 2010",Obama,"Ghulam Khan, 15km NW of Miram Shah",North Waziristan,4,8,6.1,4 to 8 deaths,"Ghulam Khan, 15km NW of Miram Shah, North Waziristan"
32.691399,69.846954,"Jan 23, 2011",Obama,"Mando Khel, 60km south of Miram Shah near Razmak",North Waziristan,6,6,6.1,6 deaths,"Mando Khel, 60km south of Miram Shah near Razmak, North Waziristan"
32.313831,69.422607,"Feb 20, 2011",Obama,"Kaza Panga village, 10 miles west of Wana",South Waziristan,4,8,6.1,4 to 8 deaths,"Kaza Panga village, 10 miles west of Wana, South Waziristan"
32.976414,69.719238,"Jan 13, 2012",Obama,New Aadda (outside Miranshah),North Waziristan,4,8,6.1,4 to 8 deaths,"New Aadda (outside Miranshah), North Waziristan"
31.840233,70.037842,"Mar 9, 2012",Obama,Nishpa,South Waziristan,6,6,6.1,6 deaths,"Nishpa, South Waziristan"
32.583851,69.483032,"Mar 13, 2012",Obama,Uthghalai,South Waziristan,5,7,6.1,5 to 7 deaths,"Uthghalai, South Waziristan"
32.71711,69.616043,"Aug 24, 2012",Obama,Darray Nashtar,North Waziristan,6,6,6.1,6 deaths,"Darray Nashtar, North Waziristan"
33.24281527,70.22186276,"Sep 6, 2013",Obama,"Dargah Mandi, Ghulam Khan",North Waziristan,6,6,6.1,6 deaths,"Dargah Mandi, Ghulam Khan, North Waziristan"
33.01711136,70.06818291,"Nov 1, 2013",Obama,"Dande Darpa Khel, Miran Shah",North Waziristan,5,7,6.1,5 to 7 deaths,"Dande Darpa Khel, Miran Shah, North Waziristan"
33.0792263,69.91836544,"Jul 10, 2014",Obama,Datta Khel,North Waziristan,6,6,6.1,6 deaths,"Datta Khel, North Waziristan"
32.90611606,69.74464413,"Nov 11, 2014",Obama,Datta Khel,North Waziristan,6,6,6.1,6 deaths,"Datta Khel, North Waziristan"
32.90676122,69.75133892,"Nov 20, 2014",Obama,Mada Khel,North Waziristan,6,6,6.1,6 deaths,"Mada Khel, North Waziristan"
31.88016221,69.30587765,"Jan 15, 2015",Obama,Tehsil Ladha,South Waziristan,6,6,6.1,6 deaths,"Tehsil Ladha, South Waziristan"
32.326595,69.521484,"Aug 30, 2008",Bush,Korzai region near Wana,South Waziristan,5,6,5.6,5 to 6 deaths,"Korzai region near Wana, South Waziristan"
33.016724,69.848328,"Sep 4, 2008",Bush,Char Khel,North Waziristan,4,7,5.6,4 to 7 deaths,"Char Khel, North Waziristan"
32.995419,70.31662,"Sep 7, 2009",Obama,"Machi Khel, near Mir Ali",North Waziristan,4,7,5.6,4 to 7 deaths,"Machi Khel, near Mir Ali, North Waziristan"
32.493546,70.023422,"Sep 29, 2009",Obama,Sararogha,South Waziristan,5,6,5.6,5 to 6 deaths,"Sararogha, South Waziristan"
32.98505,69.739151,"Dec 18, 2009",Obama,"Babrak Ziarat, near Wazgai village of Datta Khel Tehsil",North Waziristan,3,8,5.6,3 to 8 deaths,"Babrak Ziarat, near Wazgai village of Datta Khel Tehsil, North Waziristan"
33.003483,70.015182,"Jan 8, 2010",Obama,"Tapi Village, near Miram Shah",North Waziristan,3,8,5.6,3 to 8 deaths,"Tapi Village, near Miram Shah, North Waziristan"
33.027664,70.069427,"Jul 25, 2010",Obama,"Tabbi Tolkhel, 4 km north of Miram Shah",North Waziristan,4,7,5.6,4 to 7 deaths,"Tabbi Tolkhel, 4 km north of Miram Shah, North Waziristan"
33.0047,70.0675,"Sep 4, 2010",Obama,near Miramshah,North Waziristan,5,6,5.6,5 to 6 deaths,"near Miramshah, North Waziristan"
33.008663,69.76181,"Sep 15, 2010",Obama,Payekhel village of Dattakhel district,North Waziristan,4,7,5.6,4 to 7 deaths,"Payekhel village of Dattakhel district, North Waziristan"
32.97382,70.312157,"Nov 1, 2010",Obama,"Hyder Khel, near Mir Ali",North Waziristan,5,6,5.6,5 to 6 deaths,"Hyder Khel, near Mir Ali, North Waziristan"
33.094994,70.276794,"Mar 11, 2011",Obama,"Spinwam village, Khaisor, 30 miles north of Miram Shah",North Waziristan,5,6,5.6,5 to 6 deaths,"Spinwam village, Khaisor, 30 miles north of Miram Shah, North Waziristan"
32.986778,69.697266,"May 12, 2011",Obama,Datta Khel,North Waziristan,3,8,5.6,3 to 8 deaths,"Datta Khel, North Waziristan"
32.992538,70.221863,"May 23, 2011",Obama,"Machikhel, Mir Ali",North Waziristan,4,7,5.6,4 to 7 deaths,"Machikhel, Mir Ali, North Waziristan"
32.6126,69.5078,"Jul 12, 2011",Obama,"Bray Nishtar, Shawal area",North Waziristan,3,8,5.6,3 to 8 deaths,"Bray Nishtar, Shawal area, North Waziristan"
32.3649,69.3029,"Nov 17, 2011",Obama,Shawal,North Waziristan,4,7,5.6,4 to 7 deaths,"Shawal, North Waziristan"
33.001755,70.073547,"Feb 9, 2012",Obama,Miranshah,North Waziristan,3,8,5.6,3 to 8 deaths,"Miranshah, North Waziristan"
33.043205,70.188904,"Feb 16, 2012",Obama,Spalga,North Waziristan,5,6,5.6,5 to 6 deaths,"Spalga, North Waziristan"
32.713932,69.612122,"Aug 19, 2012",Obama,Mana,North Waziristan,4,7,5.6,4 to 7 deaths,"Mana, North Waziristan"
32.71711,69.616043,"Aug 24, 2012",Obama,Darray Nashtar,North Waziristan,5,6,5.6,5 to 6 deaths,"Darray Nashtar, North Waziristan"
32.71711,69.616043,"Aug 24, 2012",Obama,Darray Nashtar,North Waziristan,5,6,5.6,5 to 6 deaths,"Darray Nashtar, North Waziristan"
32.905102,69.752785,"Sep 24, 2012",Obama,Datta Khel,North Waziristan,5,6,5.6,5 to 6 deaths,"Datta Khel, North Waziristan"
33.00034982,70.06736752,"May 29, 2013",Obama,Miranshah,North Waziristan,4,7,5.6,4 to 7 deaths,"Miranshah, North Waziristan"
33.04090313,69.98428341,"Aug 6, 2014",Obama,Datta Khel,North Waziristan,5,6,5.6,5 to 6 deaths,"Datta Khel, North Waziristan"
32.26332983,69.45281979,"Oct 30, 2014",Obama,Wana,South Waziristan,4,7,5.6,4 to 7 deaths,"Wana, South Waziristan"
32.905929,69.748292,"Aug 6, 2015",Obama,Datta Khel,North Waziristan,4,7,5.6,4 to 7 deaths,"Datta Khel, North Waziristan"
32.9056139,69.7482919,"Sep 1, 2015",Obama,Datta Khel,North Waziristan,5,6,5.6,5 to 6 deaths,"Datta Khel, North Waziristan"
32.09686,70.2657,"Dec 1, 2005",Bush,Patasi Adda,North Waziristan,5,5,5.1,5 deaths,"Patasi Adda, North Waziristan"
32.288296,69.439774,"Jul 28, 2008",Bush,Zeralita in the Azam Warsak region,South Waziristan,4,6,5.1,4 to 6 deaths,"Zeralita in the Azam Warsak region, South Waziristan"
32.799973,70.489655,"Nov 19, 2008",Bush,Jani Khel,Khyber Pakhtunkhwa,5,5,5.1,5 deaths,"Jani Khel, Khyber Pakhtunkhwa"
32.981308,70.067368,"Nov 22, 2008",Bush,Ali Khel region just outside of Miram Shah,North Waziristan,5,5,5.1,5 deaths,"Ali Khel region just outside of Miram Shah, North Waziristan"
32.334141,69.568176,"Jun 18, 2009",Obama,"Raghzai area, near Wana",South Waziristan,1,9,5.1,1 to 9 deaths,"Raghzai area, near Wana, South Waziristan"
32.592525,69.599075,"Jul 3, 2009",Obama,Mantoi area,South Waziristan,0,10,5.1,0 to 10 deaths,"Mantoi area, South Waziristan"
